Transaction ID,Date,Region,Product,Amount
673,18-03-2026,South,Tablet,14485.231
674,09-03-2026,North,Phone,41008.325
675,22-02-2026,West,Tablet,17874.814
676,21-03-2026,South,Tablet,39499.001
677,04-02-2026,North,Phone,27455.326
678,31-01-2026,East,Tablet,35226.549
679,01-02-2026,North,Laptop,34049.012
680,29-01-2026,South,Phone,49459.543
681,22-03-2026,North,Phone,29040.023
682,04-02-2026,East,Laptop,12651.764
683,27-01-2026,South,Tablet,28593.521
684,22-02-2026,East,Tablet,40729.993
685,08-03-2026,East,Tablet,45461.168
686,16-02-2026,West,Laptop,25846.078
687,03-02-2026,North,Phone,34801.807
688,28-02-2026,North,Laptop,24050.084
689,20-02-2026,West,Laptop,19661.873
690,20-02-2026,South,Laptop,12081.661
691,11-03-2026,South,Laptop,39148.045
692,16-03-2026,East,Tablet,36293.024
693,15-02-2026,North,Tablet,16676.016
694,14-02-2026,East,Tablet,35665.679
695,04-03-2026,West,Laptop,34238.32
696,24-03-2026,North,Phone,42969.943
697,16-02-2026,South,Tablet,44379.544
698,01-03-2026,West,Phone,25838.123
699,19-03-2026,West,Phone,24043.664
700,09-02-2026,North,Tablet,31328.546
701,08-02-2026,North,Tablet,44016.872
702,07-03-2026,North,Tablet,41302.982
703,06-02-2026,North,Tablet,14735.774
704,08-03-2026,East,Tablet,36184.182
705,03-02-2026,West,Phone,16211.888
706,17-03-2026,North,Laptop,19252.831
707,19-03-2026,West,Tablet,14996.427
708,07-02-2026,South,Tablet,43820.901
709,07-02-2026,South,Phone,15499.706
710,26-02-2026,East,Phone,31255.548
711,01-03-2026,North,Phone,10503.67
712,10-02-2026,West,Phone,40841.189
713,03-02-2026,North,Laptop,44031.901
714,19-03-2026,South,Laptop,36270.583
715,13-02-2026,North,Phone,15082.128
716,17-03-2026,East,Laptop,17670.565
717,10-02-2026,South,Phone,45040.217
718,14-02-2026,North,Phone,13259.137
719,12-02-2026,East,Phone,37787.862
720,15-03-2026,North,Phone,18453.993
721,15-03-2026,West,Laptop,16235.233
722,23-02-2026,West,Laptop,45932.614
723,24-02-2026,West,Phone,21099.931
724,17-03-2026,North,Phone,44137.323
725,15-03-2026,South,Laptop,43528.439
726,03-02-2026,West,Laptop,42813.383
727,01-02-2026,South,Laptop,44088.343
728,19-03-2026,North,Laptop,18806.284
729,10-03-2026,East,Laptop,10263.746
730,27-02-2026,South,Phone,22382.057
731,23-02-2026,East,Phone,43564.211
732,27-02-2026,South,Laptop,23041.959
733,25-01-2026,East,Tablet,40270.972
734,11-02-2026,East,Laptop,28880.838
735,17-03-2026,East,Phone,37515.668
736,16-02-2026,South,Phone,34276.754
737,25-02-2026,East,Phone,35183.138
738,20-03-2026,East,Phone,40424.354
739,21-03-2026,East,Tablet,30414.364
740,07-02-2026,West,Laptop,10737.357
741,09-02-2026,West,Phone,43705.789
742,26-01-2026,East,Tablet,14208.591
743,11-02-2026,South,Laptop,45857.831
744,18-02-2026,North,Tablet,19360.391
745,10-03-2026,South,Tablet,36671.077
746,01-02-2026,East,Phone,31529.074
747,18-02-2026,South,Laptop,18421.235
748,16-02-2026,North,Tablet,17720.186
749,22-02-2026,West,Laptop,22037.192
750,11-02-2026,East,Tablet,27737.057
751,27-02-2026,South,Tablet,17989.976
752,02-03-2026,East,Tablet,28537.697
753,17-02-2026,East,Laptop,48441.181
754,11-03-2026,South,Phone,13932.55
755,13-02-2026,North,Phone,44865.07
756,21-03-2026,West,Laptop,36503.971
757,26-02-2026,East,Laptop,10437.857
758,03-03-2026,West,Laptop,28603.258
759,12-02-2026,West,Tablet,42549.047
760,14-03-2026,South,Phone,34900.645
761,02-03-2026,East,Phone,39230.27
762,03-03-2026,East,Phone,46130.806
763,17-03-2026,East,Phone,49506.241
764,19-03-2026,West,Tablet,12182.39
765,14-02-2026,East,Tablet,44764.983
766,09-03-2026,West,Phone,24142.39
767,16-02-2026,West,Phone,28858.883
768,29-01-2026,North,Laptop,22597.997
769,07-02-2026,West,Phone,26065.263
770,07-02-2026,South,Tablet,23908.468
771,25-02-2026,West,Tablet,25714.556
772,07-02-2026,West,Phone,34787.266
773,22-03-2026,West,Tablet,39924.895
774,02-02-2026,East,Laptop,13587.033
775,15-03-2026,South,Phone,21940.116
776,19-03-2026,South,Laptop,31345.816
777,22-03-2026,South,Tablet,17379.46
778,08-03-2026,West,Phone,30559.719
779,16-02-2026,North,Laptop,13018.132
780,24-02-2026,South,Laptop,43577.495
781,28-01-2026,East,Laptop,12217.688
782,22-02-2026,South,Phone,11262.75
783,23-03-2026,North,Phone,37409.618
784,24-03-2026,East,Laptop,22988.59
785,28-01-2026,West,Phone,37559.252
786,10-03-2026,East,Phone,15277.054
787,24-01-2026,North,Tablet,11580.573
788,03-02-2026,North,Phone,28765.725
789,11-03-2026,South,Tablet,40139.322
790,04-03-2026,North,Laptop,32684.351
791,30-01-2026,West,Phone,37901.598
792,08-02-2026,East,Tablet,30704.477
793,28-02-2026,East,Phone,48980.542
794,01-03-2026,South,Laptop,24446.316
795,02-02-2026,South,Tablet,22469.395
796,21-03-2026,West,Phone,47183.189
797,18-02-2026,West,Tablet,17600.788
798,25-02-2026,West,Laptop,43925.921
799,18-02-2026,East,Laptop,34829.91
800,02-03-2026,North,Laptop,45126.773
801,23-03-2026,South,Phone,19482.911
802,20-02-2026,North,Phone,49461.388
803,21-02-2026,West,Phone,39516.46
804,22-02-2026,North,Phone,28060.256
805,26-01-2026,South,Tablet,48011.44
806,04-03-2026,East,Phone,19930.125
807,06-03-2026,West,Laptop,44583.951
808,01-02-2026,South,Phone,46552.207
809,21-02-2026,East,Laptop,18487.386
810,24-01-2026,West,Laptop,24050.454
811,12-02-2026,West,Laptop,10400.05
812,01-02-2026,North,Phone,31327.331
813,13-02-2026,South,Phone,31259.919
814,25-02-2026,North,Laptop,20916.556
815,20-03-2026,North,Tablet,34078.569
816,20-03-2026,South,Laptop,10798.329
817,12-03-2026,South,Phone,43869.502
818,14-02-2026,North,Laptop,48243.074
819,21-03-2026,West,Laptop,42507.08
820,29-01-2026,East,Phone,23161.805
821,28-01-2026,East,Tablet,41482.269
822,27-02-2026,West,Laptop,44812.328
823,22-03-2026,North,Phone,41717.238
824,09-03-2026,North,Tablet,29668.643
825,10-03-2026,South,Laptop,38981.921
826,14-03-2026,South,Phone,25667.754
827,21-02-2026,West,Phone,23386.313
828,23-03-2026,East,Laptop,17503.44
829,06-03-2026,North,Tablet,39075.785
830,25-01-2026,South,Phone,31500.166
831,08-03-2026,North,Tablet,13826.017
832,18-03-2026,North,Laptop,36900.579
833,21-02-2026,South,Laptop,30343.975
834,08-02-2026,West,Phone,25491.044
835,26-02-2026,North,Laptop,40200.267
836,06-03-2026,South,Laptop,29561.352
837,26-02-2026,East,Tablet,25325.684
838,15-02-2026,North,Phone,15173.826
839,21-02-2026,West,Laptop,13915.769
840,17-02-2026,South,Laptop,14649.777
841,10-03-2026,East,Phone,31309.303
842,21-02-2026,West,Laptop,15745.819
843,04-02-2026,South,Laptop,43033.846
844,06-03-2026,South,Tablet,19985.426
845,23-02-2026,East,Laptop,12421.847
846,01-02-2026,West,Tablet,28106.939
847,23-01-2026,East,Tablet,11103.356
848,10-03-2026,North,Tablet,10162.8
849,16-02-2026,North,Phone,17972.819
850,11-02-2026,West,Tablet,13359.038
851,31-01-2026,East,Tablet,34917.226
852,08-03-2026,North,Phone,47601.862
853,24-01-2026,West,Tablet,37415.207
854,22-02-2026,East,Tablet,25181.879
855,19-03-2026,West,Laptop,44359.176
856,24-03-2026,South,Phone,27348.513
857,22-03-2026,West,Laptop,46624.496
858,24-03-2026,West,Phone,39882.219
859,02-03-2026,North,Laptop,48436.36
860,28-02-2026,South,Laptop,25786.332
861,15-03-2026,East,Tablet,43929.168
862,23-02-2026,East,Phone,16992.128
863,08-03-2026,West,Phone,37251.546
864,25-02-2026,West,Laptop,33252.443
865,24-01-2026,North,Laptop,19150.851
866,14-02-2026,North,Phone,33969.002
867,25-01-2026,South,Phone,41656.052
868,13-03-2026,North,Phone,42485.444
869,30-01-2026,West,Tablet,22907.031
870,03-02-2026,South,Laptop,34846.421
871,13-02-2026,South,Phone,49424.433
872,22-02-2026,West,Tablet,38017.333
873,20-03-2026,West,Laptop,45015.396
874,28-02-2026,North,Tablet,24983.467
875,13-03-2026,South,Tablet,22173.97
876,09-02-2026,East,Phone,18362.043
877,03-03-2026,North,Laptop,21531.383
878,26-01-2026,South,Tablet,37663.536
879,03-03-2026,West,Tablet,34040.965
880,17-03-2026,West,Phone,38807.657
881,18-02-2026,West,Phone,24621.465
882,17-03-2026,West,Phone,15605.749
883,26-01-2026,East,Phone,36623.868
884,23-03-2026,South,Laptop,17726.565
885,21-03-2026,South,Tablet,48335.004
886,28-02-2026,North,Tablet,41106.662
887,09-02-2026,East,Phone,14146.735
888,22-02-2026,South,Laptop,14626.548
889,19-03-2026,East,Phone,46182.346
890,31-01-2026,East,Phone,41197.003
891,26-01-2026,West,Phone,48467.112
892,23-01-2026,East,Tablet,42923.773
893,24-01-2026,East,Laptop,14532.986
894,12-02-2026,East,Laptop,33972.947
895,11-02-2026,South,Phone,18354.738
896,09-03-2026,North,Tablet,35347.698
897,06-03-2026,South,Tablet,23046.776
898,16-02-2026,West,Phone,16834.838
899,14-02-2026,West,Tablet,18169.442
900,13-03-2026,South,Phone,27403.739
901,12-02-2026,West,Phone,19817.034
902,30-01-2026,West,Laptop,22955.693
903,09-02-2026,West,Tablet,48964.083
904,22-02-2026,South,Phone,36668.286
905,04-03-2026,East,Laptop,47104.154
906,17-03-2026,North,Laptop,48979.702
907,02-03-2026,North,Phone,13589.735
908,23-01-2026,West,Laptop,41561.369
909,01-02-2026,South,Tablet,13716.194
910,11-03-2026,North,Laptop,33713.006
911,18-03-2026,North,Phone,28017.011
912,16-02-2026,North,Phone,45984.777
913,15-02-2026,East,Tablet,18006.03
914,15-03-2026,West,Phone,21860.23
915,12-02-2026,South,Laptop,48236.363
916,01-02-2026,North,Tablet,49133.416
917,10-03-2026,South,Tablet,38612.584
918,27-02-2026,South,Phone,12340.364
919,26-01-2026,South,Tablet,15019.258
920,02-03-2026,East,Phone,23932.1
921,22-02-2026,South,Laptop,47930.918
922,20-02-2026,East,Laptop,20083.334
923,28-02-2026,West,Laptop,39397.29
924,11-03-2026,North,Phone,36017.544
925,12-02-2026,North,Laptop,28635.835
926,20-02-2026,North,Phone,44695.472
927,13-03-2026,West,Laptop,36722.644
928,13-03-2026,East,Tablet,15375.932
929,23-02-2026,West,Laptop,48048.126
930,26-01-2026,North,Tablet,44599.862
931,20-02-2026,West,Laptop,13666.468
932,23-01-2026,South,Laptop,27125.733
933,10-03-2026,West,Tablet,38619.758
934,21-03-2026,North,Tablet,11395.242
935,08-03-2026,North,Phone,39128.517
936,02-02-2026,North,Laptop,22709.26
937,07-02-2026,North,Tablet,18485.026
938,18-02-2026,East,Phone,30038.366
939,28-01-2026,West,Laptop,14477.848
940,07-02-2026,East,Tablet,27183.312
941,30-01-2026,West,Laptop,34639.773
942,23-01-2026,West,Phone,13988.348
943,22-03-2026,North,Laptop,26710.986
944,04-03-2026,North,Phone,27557.292
945,03-03-2026,East,Laptop,34602.349
946,05-03-2026,South,Laptop,21053.6
947,08-02-2026,East,Phone,41776.091
948,06-02-2026,West,Phone,18391.808
949,03-03-2026,East,Tablet,15388.016
950,17-03-2026,West,Tablet,45974.012
951,06-03-2026,East,Laptop,49585.742
952,16-02-2026,North,Phone,30203.158
953,04-02-2026,South,Laptop,23916.112
954,22-02-2026,West,Laptop,43558.102
955,12-03-2026,North,Phone,43652.206
956,03-02-2026,South,Phone,11568.984
957,24-01-2026,West,Phone,46822.195
958,04-02-2026,South,Phone,28117.333
959,03-02-2026,East,Tablet,23536.296
960,09-03-2026,East,Phone,40227.865
961,07-02-2026,East,Laptop,43004.924
962,23-01-2026,East,Laptop,30063.286
963,17-03-2026,South,Laptop,19291.926
964,22-03-2026,East,Laptop,29576.359
965,17-02-2026,West,Tablet,24933.418
966,19-03-2026,West,Phone,35329.755
967,24-03-2026,North,Phone,33854.026
968,11-02-2026,South,Tablet,34463.299
969,06-02-2026,East,Tablet,12111.512
970,16-02-2026,East,Laptop,44970.007
971,30-01-2026,East,Phone,33690.83
972,02-02-2026,East,Phone,40465.384
973,06-03-2026,East,Tablet,32596.542
974,24-02-2026,East,Laptop,39977.921
975,22-03-2026,East,Phone,38558.861
976,03-03-2026,North,Phone,10445.129
977,27-02-2026,East,Laptop,38872.237
978,11-03-2026,East,Tablet,30130.499
979,04-03-2026,East,Phone,11448.551
980,14-02-2026,South,Laptop,24354.797
981,13-02-2026,South,Laptop,19450.513
982,01-03-2026,East,Tablet,21283.531
983,19-03-2026,South,Laptop,43694.868
984,20-03-2026,West,Phone,20906.239
985,20-03-2026,East,Tablet,32352.314
986,15-02-2026,West,Phone,37231.74
987,19-03-2026,South,Tablet,46743.663
988,19-03-2026,South,Tablet,25392.854
989,09-02-2026,South,Laptop,38231.417
990,04-03-2026,South,Laptop,41408.444
991,08-03-2026,West,Laptop,38215.664
992,25-02-2026,North,Tablet,41562.348
993,24-02-2026,East,Tablet,24562.826
994,04-02-2026,South,Tablet,19121.509
995,03-03-2026,North,Tablet,25177.063
996,13-02-2026,West,Laptop,44248.293
997,11-03-2026,South,Tablet,45491.027
998,25-01-2026,East,Tablet,42435.833
999,08-02-2026,West,Phone,37779.356
